trip_id,vendor_id,rate_code_id,pickup_location_id,dropoff_location_id,pickup_datetime,dropoff_datetime,passenger_count,trip_type,payment_type,taxi_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,ehail_fee,payment_name
b5ebd7a936f43d4a8027dc796f49289d,2,1,82,138,2019-01-01T15:43:25Z,2019-01-01T15:54:43Z,1,1,2,Green,13.5,0.0,0.5,0.0,0.0,0.3,14.3,,Cash
d718a4bb2e21858678b626529379cdd6,2,1,226,223,2019-01-01T11:41:55Z,2019-01-01T11:58:23Z,1,1,2,Green,13.5,0.0,0.5,0.0,0.0,0.3,14.3,,Cash
cf5022874a34bdfe3899e722a053ab24,2,5,129,173,2019-01-01T04:41:39Z,2019-01-01T04:55:10Z,3,2,2,Green,30.0,0.0,0.0,0.0,0.0,0.0,30.0,,Cash
83bf1a5ffdc510ce12879540d2dd2688,2,1,41,42,2019-01-01T04:25:52Z,2019-01-01T04:39:21Z,1,1,2,Green,11.0,0.5,0.5,0.0,0.0,0.3,12.3,,Cash
71545633bb9118cbcc95a44cd0895a80,2,1,7,260,2019-01-01T01:12:47Z,2019-01-01T01:22:52Z,2,1,2,Green,11.0,0.5,0.5,0.0,0.0,0.3,12.3,,Cash
10f91f03cdd17815624569407583ff2d,2,1,82,173,2019-01-01T18:03:32Z,2019-01-01T18:18:13Z,1,1,1,Green,11.0,0.0,0.5,2.36,0.0,0.3,14.16,,Credit Card
6710d2788d6753ca7786d78a0f20eb07,2,1,74,263,2019-01-01T21:33:11Z,2019-01-01T21:44:43Z,1,1,1,Green,11.0,0.5,0.5,2.0,0.0,0.3,14.3,,Credit Card
5920466f99841f29eef87d8153a1a27c,1,1,166,42,2019-01-01T17:23:45Z,2019-01-01T17:36:22Z,1,1,2,Green,11.0,0.0,0.5,0.0,0.0,0.3,11.8,,Cash
0a81ec3e5bccf8a641bdd39df47e33e4,2,1,75,42,2019-01-01T13:47:34Z,2019-01-01T13:57:24Z,1,1,2,Green,11.0,0.0,0.5,0.0,0.0,0.3,11.8,,Cash
0979fd9d93527943ebf6565a2831cddb,2,5,36,36,2019-01-01T03:12:19Z,2019-01-01T03:14:37Z,1,2,1,Green,11.0,0.0,0.0,1.5,0.0,0.0,12.5,,Credit Card
82e87ffdcda7fc2e1531cc96d71f94c9,2,1,80,48,2019-01-01T06:11:33Z,2019-01-01T06:37:06Z,1,1,1,Green,27.5,0.0,0.5,4.24,0.0,0.3,32.54,,Credit Card
9203effca432042b341dfc6c2ce80e73,2,1,82,260,2019-01-01T19:44:30Z,2019-01-01T19:53:20Z,1,1,1,Green,8.5,0.0,0.5,1.86,0.0,0.3,11.16,,Credit Card
8ee5f25dc1ed24a1f34885f03e9d79e0,2,1,33,228,2019-01-01T11:29:13Z,2019-01-01T11:37:05Z,1,1,1,Green,8.5,0.0,0.5,1.86,0.0,0.3,11.16,,Credit Card
cfffa2d84822d828cd4b4d39f171267a,2,1,82,56,2019-01-01T04:11:06Z,2019-01-01T04:21:26Z,1,1,2,Green,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,Cash
30743112907ad0d895d86939b5e1cd76,2,1,146,223,2019-01-01T02:14:34Z,2019-01-01T02:26:33Z,1,1,2,Green,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,Cash
e64531b70723c99b8b553bb30a080898,2,1,116,41,2019-01-01T00:39:43Z,2019-01-01T00:48:59Z,1,1,1,Green,8.5,0.5,0.5,1.96,0.0,0.3,11.76,,Credit Card
a2ff8d8bc9d9a313952d4bd35e91f940,2,1,97,225,2019-01-01T18:52:07Z,2019-01-01T19:01:45Z,1,1,2,Green,8.5,0.0,0.5,0.0,0.0,0.3,9.3,,Cash
a017c2a0acac2bc856ea381fa36b09e2,2,1,116,41,2019-01-01T19:18:00Z,2019-01-01T19:26:12Z,1,1,2,Green,8.5,0.0,0.5,0.0,0.0,0.3,9.3,,Cash
81b07fb5dcf5bf52db123d5d84ad531d,2,1,82,56,2019-01-01T17:22:01Z,2019-01-01T17:32:38Z,1,1,2,Green,8.5,0.0,0.5,0.0,0.0,0.3,9.3,,Cash
b79da53b34f7ec667a6fa8e40c3d9165,1,1,223,7,2019-01-01T03:28:35Z,2019-01-01T03:37:53Z,1,1,1,Green,8.5,0.5,0.5,1.95,0.0,0.3,11.75,,Credit Card
3371dba2557c99673d9e091b6503f4d4,2,5,173,173,2019-01-01T01:48:22Z,2019-01-01T01:48:24Z,1,2,1,Green,25.0,0.0,0.0,5.0,0.0,0.0,30.0,,Credit Card
08ec904e79c402b44c2f1525e47c67c1,2,1,80,129,2019-01-01T12:16:13Z,2019-01-01T12:37:53Z,1,1,1,Green,25.0,0.0,0.5,0.0,0.0,0.3,25.8,,Credit Card
ad6ef868a58657a2427889dac530efe9,2,1,7,7,2019-01-01T23:48:33Z,2019-01-01T23:54:16Z,1,1,2,Green,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,Cash
4c4c74ed9a78ed32027b9097d0e2e36e,2,1,33,65,2019-01-01T22:53:08Z,2019-01-01T22:59:07Z,1,1,2,Green,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,Cash
238979539311e76e06dac8d43273b1ba,2,1,82,129,2019-01-01T01:26:10Z,2019-01-01T01:32:29Z,1,1,2,Green,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,Cash
48236d62e56a150019adecc4b8357957,2,1,260,83,2019-01-01T20:52:02Z,2019-01-01T20:58:05Z,2,1,2,Green,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,Cash
a69d0bc5b3b0bfdc833f88a66bacc792,2,1,75,263,2019-01-01T18:20:21Z,2019-01-01T18:26:25Z,1,1,1,Green,6.0,0.0,0.5,1.36,0.0,0.3,8.16,,Credit Card
a5cdf37340b1f0da04001ec8d8dd4006,2,1,179,223,2019-01-01T17:15:14Z,2019-01-01T17:20:44Z,5,1,1,Green,6.0,0.0,0.5,1.36,0.0,0.3,8.16,,Credit Card
9825a0440c14851e541ce9ad88bb019d,2,1,41,166,2019-01-01T15:23:45Z,2019-01-01T15:28:54Z,6,1,1,Green,6.0,0.0,0.5,1.02,0.0,0.3,7.82,,Credit Card
f72c148af453fabde192dcaf9de93efe,1,1,260,7,2019-01-01T17:48:21Z,2019-01-01T17:53:49Z,1,1,2,Green,6.0,0.0,0.5,0.0,0.0,0.3,6.8,,Cash
ba4d7da74efe1b578c81d4b19428080d,2,1,41,166,2019-01-01T14:45:14Z,2019-01-01T14:51:03Z,1,1,2,Green,6.0,0.0,0.5,0.0,0.0,0.3,6.8,,Cash
96fa98fdea148700b8f8c4a04e351984,2,1,135,135,2019-01-01T10:15:29Z,2019-01-01T10:20:23Z,1,1,1,Green,6.0,0.0,0.5,0.0,0.0,0.3,6.8,,Credit Card
20b1bae9da29d8469f5b5d7efd4e8cd7,2,1,82,83,2019-01-01T22:38:37Z,2019-01-01T22:44:28Z,1,1,1,Green,6.0,0.5,0.5,2.7,0.0,0.3,10.0,,Credit Card
7542f34a39da3eb5fdfa54641b66ba0e,2,1,7,7,2019-01-01T01:10:51Z,2019-01-01T01:16:54Z,1,1,1,Green,6.0,0.5,0.5,1.46,0.0,0.3,8.76,,Credit Card
895b31aceeaf92964ae91524833dc8ed,1,1,74,75,2019-01-01T13:06:12Z,2019-01-01T13:10:29Z,1,1,1,Green,6.0,0.0,0.5,1.35,0.0,0.3,8.15,,Credit Card
b7ebf8c963a23a4272a8334817c9a0dc,1,1,65,49,2019-01-01T13:26:29Z,2019-01-01T13:32:37Z,1,1,1,Green,6.0,0.0,0.5,1.35,0.0,0.3,8.15,,Credit Card
94b03040c8063d9c231ea5dec2e8f3b4,2,1,244,48,2019-01-01T08:42:06Z,2019-01-01T08:55:33Z,1,1,2,Green,22.5,0.0,0.5,0.0,0.0,0.3,23.3,,Cash
e8cc6e34fbd33f72f3499d0cb00c0c13,2,1,36,107,2019-01-01T06:16:58Z,2019-01-01T06:40:05Z,1,1,2,Green,22.5,0.0,0.5,0.0,0.0,0.3,23.3,,Cash
543a5519a829d8628a4c4eb384a1c81c,2,1,82,10,2019-01-01T18:50:12Z,2019-01-01T19:09:05Z,1,1,1,Green,22.5,0.0,0.5,5.82,0.0,0.3,29.12,,Credit Card
8aa8268890d1cd8354c4194346c20450,2,1,80,255,2019-01-01T03:30:57Z,2019-01-01T03:32:27Z,2,1,1,Green,3.5,0.5,0.5,1.2,0.0,0.3,6.0,,Credit Card
cd3581e75c30fdc2c7bb92527d864279,2,1,75,74,2019-01-01T13:40:59Z,2019-01-01T13:42:11Z,1,1,2,Green,3.5,0.0,0.5,0.0,0.0,0.3,4.3,,Cash
e94a798bbf02c67eb6b08ab17819afbf,1,1,129,82,2019-01-01T06:33:53Z,2019-01-01T06:36:23Z,2,1,2,Green,3.5,0.0,0.5,0.0,0.0,0.3,4.3,,Cash
b07b75270209cad7a0c7da55508e9e8c,2,1,165,55,2019-01-01T21:34:21Z,2019-01-01T21:55:05Z,1,1,1,Green,20.0,0.5,0.5,0.0,0.0,0.3,21.3,,Credit Card
ed566ef58ab073a6b5e12f8ce9bd47a9,2,5,82,82,2019-01-01T05:30:04Z,2019-01-01T05:31:39Z,1,2,1,Green,20.0,0.0,0.0,0.88,0.0,0.0,20.88,,Credit Card
f4559627395f1e51c92811e36689e84b,1,1,129,258,2019-01-01T06:14:56Z,2019-01-01T06:39:37Z,1,1,1,Green,20.0,0.0,0.5,5.2,0.0,0.3,26.0,,Credit Card
b81db24a8d0d69af1c98ad9065574794,2,5,91,61,2019-01-01T01:24:06Z,2019-01-01T01:47:16Z,5,2,2,Green,20.0,0.0,0.0,0.0,0.0,0.0,20.0,,Cash
aae4501f8a44d75695dfbb235512eba3,2,5,20,3,2019-01-01T18:09:40Z,2019-01-01T18:46:22Z,4,2,2,Green,20.0,0.0,0.0,0.0,0.0,0.0,20.0,,Cash
218233374bfa80434569d539a1df5aa9,2,1,223,235,2019-01-01T00:16:10Z,2019-01-01T00:27:11Z,2,1,2,Green,20.0,0.5,0.5,0.0,5.76,0.3,27.06,,Cash
b0da009ad3fd425844cca43696565865,2,1,225,139,2019-01-01T02:59:52Z,2019-01-01T03:34:48Z,1,1,1,Green,36.5,0.5,0.5,0.0,0.0,0.3,37.8,,Credit Card
0370fd6a69e4e5f0cafedd81617cb2c8,2,1,25,228,2019-01-01T20:53:51Z,2019-01-01T21:15:06Z,2,1,2,Green,17.5,0.5,0.5,0.0,0.0,0.3,18.8,,Cash
ae5872a8900f36f62808f6e230719c5e,1,1,33,225,2019-01-01T00:06:45Z,2019-01-01T00:31:45Z,1,1,2,Green,17.5,0.5,0.5,0.0,0.0,0.3,18.8,,Cash
492bd9b18b89906e43e745a450ad2ebd,2,1,256,186,2019-01-01T04:25:26Z,2019-01-01T04:45:23Z,1,1,1,Green,17.5,0.5,0.5,3.76,0.0,0.3,22.56,,Credit Card
3e8313bb2538a08a9d323cbc7ace1bb9,2,1,255,37,2019-01-01T04:53:15Z,2019-01-01T05:14:44Z,1,1,1,Green,17.5,0.5,0.5,2.2,0.0,0.3,21.0,,Credit Card
0016854f2c35eacfc45f6625fae5000c,2,1,244,263,2019-01-01T10:59:52Z,2019-01-01T11:12:55Z,1,1,1,Green,17.5,0.0,0.5,1.0,0.0,0.3,19.3,,Credit Card
dd2d1087ad8100ea9d3f7910ccca1c26,2,1,42,248,2019-01-01T18:00:06Z,2019-01-01T18:15:31Z,2,1,2,Green,17.5,0.0,0.5,0.0,0.0,0.3,18.3,,Cash
cdbd3a2d6897f1999e6cfa0f6aa9b491,1,1,119,127,2019-01-01T01:05:18Z,2019-01-01T01:20:43Z,1,1,2,Green,15.0,0.5,0.5,0.0,0.0,0.3,16.3,,Cash
4ba1df1e2f6b850d307a1fce8222e7a8,2,1,260,173,2019-01-01T02:09:57Z,2019-01-01T02:32:22Z,1,1,2,Green,15.0,0.5,0.5,0.0,0.0,0.3,16.3,,Cash
6708dc526b4cc45bed1ba8da87e179b3,2,1,80,83,2019-01-01T14:38:25Z,2019-01-01T14:50:12Z,1,1,1,Green,15.0,0.0,0.5,1.0,0.0,0.3,16.8,,Credit Card
16be202730a810b215ad5f3f9921d5be,2,1,223,157,2019-01-01T10:23:09Z,2019-01-01T10:35:52Z,1,1,2,Green,15.0,0.0,0.5,0.0,0.0,0.3,15.8,,Cash
817ddca13c1bd8c851433ec99edcaa9c,2,1,235,75,2019-01-01T11:19:01Z,2019-01-01T11:29:35Z,1,1,2,Green,15.0,0.0,0.5,0.0,0.0,0.3,15.8,,Cash
a0fff0f8e9cdeafc426a811450b70532,1,1,28,95,2019-01-01T15:33:35Z,2019-01-01T15:51:18Z,1,1,1,Green,15.0,0.0,0.5,0.0,0.0,0.3,15.8,,Credit Card
1151671039c56983f1973e893df17455,2,5,71,216,2019-01-01T12:29:33Z,2019-01-01T13:07:30Z,1,2,1,Green,23.08,0.0,0.5,0.0,0.0,0.0,23.58,,Credit Card
27c6c18c0d55477c93f42729fb4f9ff3,2,1,129,129,2019-01-01T20:48:24Z,2019-01-01T21:04:48Z,4,1,2,Green,12.5,0.5,0.5,0.0,0.0,0.3,13.8,,Cash
43797901e5d9b04a53c15d47ce119a36,2,1,74,151,2019-01-01T21:24:35Z,2019-01-01T21:38:41Z,1,1,2,Green,12.5,0.5,0.5,0.0,0.0,0.3,13.8,,Cash
f0b18075a68a6500006d03f37a2f1008,2,1,112,148,2019-01-01T00:46:36Z,2019-01-01T00:57:32Z,1,1,1,Green,12.5,0.5,0.5,1.2,0.0,0.3,15.0,,Credit Card
273c2f782cf2542cf4db33ca8ca8e175,2,1,66,261,2019-01-01T15:58:02Z,2019-01-01T16:09:00Z,1,1,2,Green,12.5,0.0,0.5,0.0,0.0,0.3,13.3,,Cash
5e1103f0df23205bbbd44e095c36811d,1,1,21,210,2019-01-01T19:47:41Z,2019-01-01T20:01:38Z,1,1,2,Green,12.5,0.0,0.5,0.0,0.0,0.3,13.3,,Cash
c7e3c15fd620b38028edd93f42519c8f,2,1,226,162,2019-01-01T06:41:04Z,2019-01-01T06:51:34Z,2,1,2,Green,12.5,0.0,0.5,0.0,0.0,0.3,13.3,,Cash
32a81a6e823316067d6f0d917210ac9d,2,1,244,41,2019-01-01T21:52:42Z,2019-01-01T22:07:57Z,1,1,1,Green,12.5,0.5,0.5,3.45,0.0,0.3,17.25,,Credit Card
b030470dee16cf67f4b2e7cbf550d06f,2,1,25,195,2019-01-01T01:11:24Z,2019-01-01T01:23:24Z,1,1,1,Green,10.0,0.5,0.5,2.26,0.0,0.3,13.56,,Credit Card
fc62c932bc64b3e594062db870c48170,2,1,129,223,2019-01-01T02:04:56Z,2019-01-01T02:15:04Z,1,1,1,Green,10.0,0.5,0.5,2.26,0.0,0.3,13.56,,Credit Card
d04d7f92de3834d4d700dcbdce46ea85,2,1,129,7,2019-01-01T04:45:46Z,2019-01-01T04:58:01Z,1,1,2,Green,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,Cash
a43389535cab8f17ef7d1c9c94b94bc1,2,1,70,173,2019-01-01T00:10:10Z,2019-01-01T00:23:16Z,1,1,2,Green,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,Cash
39731dc017339d178ab350aef0777c9d,2,1,129,226,2019-01-01T05:27:11Z,2019-01-01T05:37:14Z,1,1,2,Green,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,Cash
f7dc461bda4694e2b06b917734a11ec3,1,1,21,210,2019-01-01T01:33:22Z,2019-01-01T01:43:30Z,1,1,2,Green,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,Cash
bf33bbf2dcf2dc56e04ff19880546314,2,1,74,238,2019-01-01T15:07:26Z,2019-01-01T15:18:05Z,1,1,1,Green,10.0,0.0,0.5,2.7,0.0,0.3,13.5,,Credit Card
3b175e9f2d24624d6e3dc9a9f3e8e725,2,1,74,236,2019-01-01T12:07:35Z,2019-01-01T12:17:33Z,1,1,1,Green,10.0,0.0,0.5,2.7,0.0,0.3,13.5,,Credit Card
136604e812c7f8bdc0ba685cf5eecdbc,2,1,260,138,2019-01-01T10:17:34Z,2019-01-01T10:22:52Z,1,1,1,Green,10.0,0.0,0.5,2.16,0.0,0.3,12.96,,Credit Card
d340e305c598067d1911f97fb77ff86e,2,1,82,129,2019-01-01T19:08:41Z,2019-01-01T19:21:15Z,1,1,2,Green,10.0,0.0,0.5,0.0,0.0,0.3,10.8,,Cash
9148dad5a468601d6f6abc6103195d45,2,1,97,181,2019-01-01T16:20:06Z,2019-01-01T16:31:38Z,1,1,2,Green,10.0,0.0,0.5,0.0,0.0,0.3,10.8,,Cash
c75320cfa07838ac4aed88bc324746d1,2,5,228,228,2019-01-01T02:09:23Z,2019-01-01T02:11:24Z,1,2,1,Green,100.0,0.0,0.0,25.0,0.0,0.0,125.0,,Credit Card
f8ffbd03131e64d7414c934e315ae725,2,5,150,135,2019-01-01T18:29:12Z,2019-01-01T18:58:07Z,1,2,1,Green,46.98,0.0,0.5,0.0,0.0,0.0,47.48,,Credit Card
ede35b77e7e02c3b2699d0d5422ef158,2,1,76,218,2019-01-01T01:53:22Z,2019-01-01T02:12:58Z,1,1,1,Green,26.5,0.5,0.5,0.0,0.0,0.3,27.8,,Credit Card
141800cbceecf6099e0abcc77ae7103c,2,1,75,74,2019-01-01T11:47:44Z,2019-01-01T11:53:56Z,1,1,1,Green,7.5,0.0,0.5,2.08,0.0,0.3,10.38,,Credit Card
8f76a645446e63374b16f6ce78c33ab5,2,1,7,223,2019-01-01T00:42:12Z,2019-01-01T00:50:27Z,1,1,2,Green,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,Cash
b3040850c4e5a39dc8b1f9052e15498f,2,1,177,72,2019-01-01T22:13:01Z,2019-01-01T22:20:40Z,1,1,2,Green,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,Cash
996ee92304ef46627a67ede2e178037a,2,1,42,74,2019-01-01T04:28:25Z,2019-01-01T04:35:52Z,1,1,2,Green,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,Cash
14a51697d8df74d204fd4325b8571720,2,1,223,179,2019-01-01T02:21:20Z,2019-01-01T02:28:36Z,1,1,1,Green,7.5,0.5,0.5,1.76,0.0,0.3,10.56,,Credit Card
c7468e2389574783f0992c4f349b5d3e,2,1,116,74,2019-01-01T10:06:29Z,2019-01-01T10:11:09Z,1,1,2,Green,7.5,0.0,0.5,0.0,0.0,0.3,8.3,,Cash
b50eb418bedf73095b546a9f8f0c767c,2,1,112,80,2019-01-01T18:31:47Z,2019-01-01T18:40:15Z,1,1,2,Green,7.5,0.0,0.5,0.0,0.0,0.3,8.3,,Cash
51418b9e027450e0b519e50c6d9e4990,2,1,7,193,2019-01-01T08:07:16Z,2019-01-01T08:13:43Z,1,1,2,Green,7.5,0.0,0.5,0.0,0.0,0.3,8.3,,Cash
8c91f229ed6028398aaa49e0e8c51526,2,1,49,65,2019-01-01T06:44:08Z,2019-01-01T06:52:53Z,1,1,1,Green,7.5,0.0,0.5,0.0,0.0,0.3,8.3,,Credit Card
75adb43346440467d1a57bda1c7bd168,1,1,66,52,2019-01-01T00:10:07Z,2019-01-01T00:18:53Z,1,1,1,Green,7.5,0.5,0.5,1.75,0.0,0.3,10.55,,Credit Card
4eac33810342e9edc53d69e13bd7d2da,2,5,37,258,2019-01-01T10:35:20Z,2019-01-01T10:53:16Z,1,2,1,Green,15.92,0.0,0.5,0.0,0.0,0.0,16.42,,Credit Card
5af082f68cf2d448fe8aab880151bc89,2,5,205,196,2019-01-01T16:29:11Z,2019-01-01T16:59:38Z,1,2,1,Green,39.36,0.0,0.5,0.0,0.0,0.0,39.86,,Credit Card
4d91c236781e14db8efc0d324226c1e7,2,1,52,100,2019-01-01T08:23:34Z,2019-01-01T08:42:35Z,1,1,1,Green,24.0,0.0,0.5,3.0,0.0,0.3,27.8,,Credit Card
e3f79cc7ebfd48fe2e6abc3248da6a6d,1,1,247,42,2019-01-01T05:41:32Z,2019-01-01T05:45:27Z,1,1,1,Green,5.0,0.5,0.5,1.0,0.0,0.3,7.3,,Credit Card
bdfe5ed7ad83e9793ee39b80b40c15ba,2,1,256,255,2019-01-01T03:34:15Z,2019-01-01T03:38:31Z,5,1,1,Green,5.0,0.5,0.5,1.58,0.0,0.3,7.88,,Credit Card
3a9daac320630451146b7d9a430c5634,2,1,181,106,2019-01-01T16:18:58Z,2019-01-01T16:23:14Z,2,1,1,Green,5.0,0.0,0.5,1.74,0.0,0.3,7.54,,Credit Card
1f41206318817efce568611d49e24ba6,2,1,40,25,2019-01-01T15:38:50Z,2019-01-01T15:42:58Z,1,1,1,Green,5.0,0.0,0.5,1.74,0.0,0.3,7.54,,Credit Card
51838340b84442c5d384f7402c7f16bb,2,1,41,42,2019-01-01T00:31:00Z,2019-01-01T00:35:13Z,1,1,2,Green,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,Cash
2d658a2b8e7d905d2bf12006acdf7758,2,1,129,260,2019-01-01T03:03:47Z,2019-01-01T03:08:21Z,1,1,2,Green,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,Cash
ffaf7acc77598f13ce06028d22830d83,2,1,42,116,2019-01-01T00:15:15Z,2019-01-01T00:19:40Z,1,1,2,Green,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,Cash
e3f16d8083052e98bb36895dc4105a54,2,5,264,112,2019-01-01T08:17:16Z,2019-01-01T08:21:00Z,1,2,1,Green,5.0,0.0,0.0,1.06,0.0,0.3,6.36,,Credit Card
78a4390faf15b55bf981e7806d00c293,1,1,41,41,2019-01-01T15:49:37Z,2019-01-01T15:53:50Z,1,1,2,Green,5.0,0.0,0.5,0.0,0.0,0.3,5.8,,Cash
2fc76a07b0fbdf916d66a67503194b1a,2,1,74,74,2019-01-01T12:55:26Z,2019-01-01T12:58:32Z,1,1,2,Green,5.0,0.0,0.5,0.0,0.0,0.3,5.8,,Cash
6a45f7447a57be67d5f9a9bbac6e7a48,2,1,244,116,2019-01-01T08:45:17Z,2019-01-01T08:48:57Z,1,1,2,Green,5.0,0.0,0.5,0.0,0.0,0.3,5.8,,Cash
9a5702c1e4278331c18d0c653b408f55,2,1,74,41,2019-01-01T17:01:28Z,2019-01-01T17:05:59Z,2,1,2,Green,5.0,0.0,0.5,0.0,0.0,0.3,5.8,,Cash
b42415f2048b977f54ca8311c91a1390,2,1,42,166,2019-01-01T19:46:25Z,2019-01-01T19:50:49Z,2,1,1,Green,5.0,0.0,0.5,1.45,0.0,0.3,7.25,,Credit Card
2660718ef1ab17d103bd07e49334c217,2,1,74,75,2019-01-01T21:39:52Z,2019-01-01T21:44:02Z,2,1,1,Green,5.0,0.5,0.5,1.89,0.0,0.3,8.19,,Credit Card
7ed97758adebda0dac19c6e759323416,1,1,95,95,2019-01-01T02:35:54Z,2019-01-01T02:40:13Z,1,1,1,Green,5.0,0.5,0.5,1.25,0.0,0.3,7.55,,Credit Card
3be3dbeb97b2f1fab79cbec561032ec6,1,1,244,244,2019-01-01T21:19:14Z,2019-01-01T21:23:12Z,1,1,1,Green,5.0,0.5,0.5,1.25,0.0,0.3,7.55,,Credit Card
1a8bdea1c27a6527350e574d130b537d,2,1,112,129,2019-01-01T04:57:20Z,2019-01-01T05:24:18Z,1,1,2,Green,21.5,0.5,0.5,0.0,0.0,0.3,22.8,,Cash
d47cdd13e00606029b8aeae48a625a3f,2,1,226,57,2019-01-01T00:35:17Z,2019-01-01T00:53:32Z,5,1,2,Green,21.5,0.5,0.5,0.0,0.0,0.3,22.8,,Cash
f523f03d256a523ae3fd3c60e0def343,2,1,66,164,2019-01-01T14:00:52Z,2019-01-01T14:17:21Z,1,1,1,Green,21.5,0.0,0.5,2.23,0.0,0.3,24.53,,Credit Card
b25b526ddef2000456ada766118a5a47,2,1,112,112,2019-01-01T19:03:36Z,2019-01-01T19:04:06Z,1,1,2,Green,2.5,0.0,0.5,0.0,0.0,0.3,3.3,,Cash
7cf5c84e6de0435cf25a38a6408a6039,1,1,145,145,2019-01-01T21:06:47Z,2019-01-01T21:06:52Z,1,1,2,Green,2.5,0.5,0.5,0.0,0.0,0.3,3.8,,Cash
b201e207c29831e39bb1d11985233121,2,1,7,90,2019-01-01T07:20:27Z,2019-01-01T07:40:43Z,5,1,2,Green,19.0,0.0,0.5,0.0,0.0,0.3,19.8,,Cash
b902f40253ec4dd33d57201b52465fb9,1,1,264,249,2019-01-01T02:42:44Z,2019-01-01T03:06:17Z,1,1,2,Green,19.0,0.5,0.5,0.0,0.0,0.3,20.3,,Cash
d54ea292e54bea468c56651da1fcb668,2,1,182,51,2019-01-01T04:20:09Z,2019-01-01T04:34:34Z,1,1,2,Green,19.0,0.5,0.5,0.0,0.0,0.3,20.3,,Cash
7cb7d25966ba00b680ba3f77f3928d12,2,5,203,76,2019-01-01T06:34:48Z,2019-01-01T06:54:23Z,1,2,1,Green,31.15,0.0,0.5,0.0,0.0,0.0,31.65,,Credit Card
0ca956dcfd8ee2ee9d001d874805b6d3,2,5,42,94,2019-01-01T23:47:14Z,2019-01-01T23:59:46Z,1,2,1,Green,16.59,0.0,0.5,0.0,0.0,0.0,17.09,,Credit Card
21bde036a0ab096eebfc56882a19edfa,2,5,75,136,2019-01-01T16:36:06Z,2019-01-01T16:55:40Z,1,2,1,Green,19.89,0.0,0.5,0.0,0.0,0.0,20.39,,Credit Card
bd08104f5a03ef8d35e146382d7c4ea9,2,5,203,56,2019-01-01T19:33:38Z,2019-01-01T19:58:23Z,1,2,1,Green,34.57,0.0,0.5,0.0,0.0,0.0,35.07,,Credit Card
bf74c6b714cdbd020a27bd63882afca1,2,5,259,208,2019-01-01T16:46:45Z,2019-01-01T17:02:41Z,1,2,1,Green,19.47,0.0,0.5,0.0,0.0,0.0,19.97,,Credit Card
8e94ee08690179d956fd315fbf18c25f,2,5,39,76,2019-01-01T11:43:36Z,2019-01-01T11:59:56Z,1,2,1,Green,16.07,0.0,0.5,0.0,0.0,0.0,16.57,,Credit Card
45c158a041c93416b758f4349e81ea77,2,5,35,137,2019-01-01T14:59:54Z,2019-01-01T15:35:24Z,1,2,1,Green,50.21,0.0,0.5,0.0,0.0,0.0,50.71,,Credit Card
fbaccbf0c86a64d5010d6572595c24c1,2,5,97,177,2019-01-01T15:02:37Z,2019-01-01T15:25:32Z,1,2,1,Green,15.63,0.0,0.5,0.0,0.0,0.0,16.13,,Credit Card
26368e089d47b0a7f9bbeccb30cc7c31,2,5,95,86,2019-01-01T16:58:32Z,2019-01-01T17:28:13Z,1,2,1,Green,41.01,0.0,0.5,0.0,0.0,0.0,41.51,,Credit Card
657a228c575f19238c1783f9d56d54ee,2,1,193,193,2019-01-21T17:53:14Z,2019-01-21T17:54:20Z,1,1,1,Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Credit Card
e110513eee44b6abbf169301acfcecad,2,1,203,39,2019-01-21T04:25:38Z,2019-01-21T04:47:28Z,5,1,1,Green,35.5,0.5,0.5,0.0,0.0,0.3,36.8,,Credit Card
89a7f76d0e507803d27f9416b0d1c000,2,1,134,134,2019-01-21T18:41:13Z,2019-01-21T18:41:22Z,1,1,3,Green,-2.5,-1.0,-0.5,0.0,0.0,-0.3,-4.3,,No Charge
b0f14f21d4b0f0b05ea6e700f2b5ef28,2,1,212,212,2019-01-21T08:28:55Z,2019-01-21T08:29:31Z,1,1,3,Green,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,,No Charge
4ffb97b735b49f6c2ddb4206b9fa1090,2,5,213,213,2019-01-21T22:14:01Z,2019-01-21T22:14:13Z,1,2,2,Green,14.0,0.0,0.0,0.0,0.0,0.0,14.0,,Cash
